tempbeta	mu	density	err	doublon	err	
3.9526e+00	2.0040e+00	1.9985e+00	4.7806e-06	9.9849e-01	4.7806e-06	
3.9526e+00	2.0442e+00	1.9987e+00	2.9650e-06	9.9871e-01	2.9650e-06	
3.9526e+00	2.0844e+00	1.9989e+00	2.3171e-06	9.9890e-01	2.3171e-06	
3.9526e+00	2.1246e+00	1.9991e+00	9.4572e-07	9.9906e-01	9.4572e-07	
3.9526e+00	2.1648e+00	1.9992e+00	1.7648e-06	9.9919e-01	1.7648e-06	
3.9526e+00	2.2050e+00	1.9993e+00	6.8398e-07	9.9931e-01	6.8398e-07	
3.9526e+00	2.2452e+00	1.9994e+00	6.5861e-07	9.9941e-01	6.5861e-07	
3.9526e+00	2.2854e+00	1.9995e+00	1.1191e-06	9.9950e-01	1.1191e-06	
3.9526e+00	2.3256e+00	1.9996e+00	1.2012e-06	9.9957e-01	1.2012e-06	
3.9526e+00	2.3658e+00	1.9996e+00	1.0624e-06	9.9964e-01	1.0624e-06	
3.9526e+00	2.4060e+00	1.9997e+00	9.2779e-07	9.9969e-01	9.2779e-07	
3.9526e+00	2.4462e+00	1.9997e+00	7.5367e-07	9.9973e-01	7.5367e-07	
3.9526e+00	2.4864e+00	1.9998e+00	6.4038e-07	9.9977e-01	6.4038e-07	
3.9526e+00	2.5266e+00	1.9998e+00	5.7464e-07	9.9981e-01	5.7464e-07	
3.9526e+00	2.5668e+00	1.9998e+00	4.3309e-07	9.9983e-01	4.3309e-07	
3.9526e+00	2.6070e+00	1.9999e+00	4.4615e-07	9.9986e-01	4.4615e-07	
3.9526e+00	2.6472e+00	1.9999e+00	3.9303e-07	9.9988e-01	3.9303e-07	
3.9526e+00	2.6874e+00	1.9999e+00	3.6881e-07	9.9990e-01	3.6881e-07	
3.9526e+00	2.7276e+00	1.9999e+00	3.1003e-07	9.9991e-01	3.1003e-07	
3.9526e+00	2.7678e+00	1.9999e+00	2.8020e-07	9.9993e-01	2.8020e-07	
3.9526e+00	2.8080e+00	1.9999e+00	2.5831e-07	9.9994e-01	2.5831e-07	
3.9526e+00	2.8482e+00	1.9999e+00	2.1481e-07	9.9995e-01	2.1481e-07	
3.9526e+00	2.8884e+00	2.0000e+00	1.8106e-07	9.9995e-01	1.8106e-07	
3.9526e+00	2.9286e+00	2.0000e+00	1.4807e-07	9.9996e-01	1.4807e-07	
3.9526e+00	2.9688e+00	2.0000e+00	1.2870e-07	9.9997e-01	1.2870e-07	
3.9526e+00	3.0090e+00	2.0000e+00	1.1474e-07	9.9997e-01	1.1474e-07	
3.4014e+00	-3.0210e+00	1.3034e-04	3.4124e-07	1.2365e-09	6.9165e-14	
3.4014e+00	-2.9808e+00	1.4945e-04	3.8554e-07	1.6254e-09	8.9700e-14	
3.4014e+00	-2.9406e+00	1.7137e-04	3.9414e-07	2.1365e-09	1.1843e-13	
3.4014e+00	-2.9004e+00	1.9637e-04	4.8127e-07	2.8084e-09	1.8162e-13	
3.4014e+00	-2.8602e+00	2.2514e-04	5.2662e-07	3.6916e-09	2.2778e-13	
3.4014e+00	-2.8200e+00	2.5772e-04	5.4310e-07	4.8524e-09	2.6519e-13	
3.4014e+00	-2.7798e+00	2.9538e-04	7.0617e-07	6.3783e-09	3.3093e-13	
3.4014e+00	-2.7396e+00	3.3882e-04	9.2147e-07	8.3842e-09	4.1094e-13	
3.4014e+00	-2.6994e+00	3.8878e-04	9.3361e-07	1.1021e-08	5.7130e-13	
3.4014e+00	-2.6592e+00	4.4618e-04	1.1305e-06	1.4486e-08	8.2747e-13	
3.4014e+00	-2.6190e+00	5.1077e-04	1.2693e-06	1.9041e-08	1.2515e-12	
3.4014e+00	-2.5788e+00	5.8561e-04	8.8818e-07	2.5027e-08	1.2868e-12	
3.4014e+00	-2.5386e+00	6.7090e-04	1.1448e-06	3.2896e-08	1.9052e-12	
3.4014e+00	-2.4984e+00	7.6791e-04	1.0893e-06	4.3236e-08	1.9056e-12	
3.4014e+00	-2.4582e+00	8.8251e-04	7.9175e-07	5.6830e-08	1.8885e-12	
3.4014e+00	-2.4180e+00	1.0109e-03	8.3355e-07	7.4692e-08	1.9321e-12	
3.4014e+00	-2.3778e+00	1.1578e-03	1.1052e-06	9.8169e-08	2.9701e-12	
3.4014e+00	-2.3376e+00	1.3217e-03	1.3138e-06	1.2901e-07	5.6813e-12	
3.4014e+00	-2.2974e+00	1.5170e-03	4.1032e-06	1.6956e-07	1.1198e-11	
3.4014e+00	-2.2572e+00	1.7372e-03	4.8146e-06	2.2284e-07	1.5642e-11	
3.4014e+00	-2.2170e+00	1.9953e-03	4.7823e-06	2.9285e-07	1.5098e-11	
3.4014e+00	-2.1768e+00	2.2824e-03	4.1459e-06	3.8483e-07	2.0120e-11	
3.4014e+00	-2.1366e+00	2.6160e-03	4.4843e-06	5.0569e-07	3.3258e-11	
3.4014e+00	-2.0964e+00	3.0026e-03	1.6520e-05	6.6448e-07	6.6103e-11	
3.4014e+00	-2.0562e+00	3.4231e-03	1.4922e-05	8.7297e-07	5.7000e-11	
3.4014e+00	-2.0160e+00	3.9206e-03	1.1404e-05	1.1470e-06	8.0675e-11	
3.4014e+00	-1.9758e+00	4.5379e-03	2.2371e-05	1.5071e-06	1.0257e-10	
3.4014e+00	-1.9356e+00	5.1855e-03	2.1315e-05	1.9798e-06	1.0624e-10	
3.4014e+00	-1.8954e+00	5.9213e-03	2.3068e-05	2.6001e-06	1.5806e-10	
3.4014e+00	-1.8552e+00	6.7751e-03	7.2339e-06	3.4148e-06	1.7759e-10	
3.4014e+00	-1.8150e+00	7.7570e-03	3.1519e-05	4.4841e-06	1.9371e-10	
3.4014e+00	-1.7748e+00	8.8979e-03	3.3032e-05	5.8875e-06	2.1809e-10	
3.4014e+00	-1.7346e+00	1.0230e-02	6.7328e-05	7.7290e-06	4.2774e-10	
3.4014e+00	-1.6944e+00	1.1668e-02	4.1096e-05	1.0144e-05	4.4747e-10	
3.4014e+00	-1.6542e+00	1.3374e-02	4.1275e-05	1.3311e-05	6.4640e-10	
3.4014e+00	-1.6140e+00	1.5397e-02	6.1722e-05	1.7462e-05	3.3386e-10	
3.4014e+00	-1.5738e+00	1.7532e-02	3.1436e-05	2.2902e-05	3.3514e-10	
3.4014e+00	-1.5336e+00	2.0111e-02	4.7299e-05	3.0023e-05	2.3733e-09	
3.4014e+00	-1.4934e+00	2.2820e-02	8.2340e-05	3.9347e-05	1.5382e-09	
3.4014e+00	-1.4532e+00	2.6223e-02	1.1629e-04	5.1543e-05	3.5426e-09	
3.4014e+00	-1.4130e+00	2.9982e-02	1.5430e-04	6.7481e-05	3.8837e-09	
3.4014e+00	-1.3728e+00	3.4266e-02	1.1580e-04	8.8299e-05	4.1468e-09	
3.4014e+00	-1.3326e+00	3.9254e-02	1.6916e-04	1.1545e-04	1.0420e-08	
3.4014e+00	-1.2924e+00	4.4881e-02	8.2420e-05	1.5086e-04	6.1984e-09	
3.4014e+00	-1.2522e+00	5.0762e-02	1.0825e-04	1.9702e-04	1.3078e-08	
3.4014e+00	-1.2120e+00	5.7536e-02	1.1070e-04	2.5707e-04	2.8481e-08	
3.4014e+00	-1.1718e+00	6.5845e-02	1.3426e-04	3.3488e-04	4.0424e-08	
3.4014e+00	-1.1316e+00	7.4684e-02	1.9725e-04	4.3590e-04	8.1389e-08	
3.4014e+00	-1.0914e+00	8.5117e-02	1.7632e-04	5.6646e-04	1.1327e-07	
3.4014e+00	-1.0512e+00	9.6722e-02	2.7590e-04	7.3500e-04	1.9035e-07	
3.4014e+00	-1.0110e+00	1.0953e-01	3.7465e-04	9.5224e-04	3.7606e-07	
3.4014e+00	-9.7080e-01	1.2431e-01	2.5042e-04	1.2306e-03	3.1466e-07	
3.4014e+00	-9.3060e-01	1.3973e-01	2.1759e-04	1.5888e-03	3.6313e-07	
3.4014e+00	-8.9040e-01	1.5724e-01	3.4841e-04	2.0456e-03	7.8760e-07	
3.4014e+00	-8.5020e-01	1.7721e-01	2.7187e-04	2.6254e-03	8.2695e-07	
3.4014e+00	-8.1000e-01	1.9805e-01	1.2049e-04	3.3641e-03	4.6465e-07	
3.4014e+00	-7.6980e-01	2.2169e-01	4.2977e-04	4.2933e-03	2.3376e-06	
3.4014e+00	-7.2960e-01	2.4791e-01	5.4340e-04	5.4573e-03	3.7939e-06	
3.4014e+00	-6.8940e-01	2.7511e-01	3.7424e-04	6.9220e-03	3.3735e-06	
3.4014e+00	-6.4920e-01	3.0588e-01	4.0076e-04	8.7290e-03	4.9200e-06	
3.4014e+00	-6.0900e-01	3.3815e-01	5.8575e-04	1.0970e-02	9.4566e-06	
3.4014e+00	-5.6880e-01	3.7293e-01	5.1242e-04	1.3714e-02	1.1094e-05	
3.4014e+00	-5.2860e-01	4.1025e-01	3.5909e-04	1.7045e-02	1.0086e-05	
3.4014e+00	-4.8840e-01	4.4850e-01	5.2000e-04	2.1113e-02	1.9740e-05	
3.4014e+00	-4.4820e-01	4.8915e-01	4.4253e-04	2.5976e-02	2.2266e-05	
3.4014e+00	-4.0800e-01	5.3090e-01	4.4181e-04	3.1808e-02	2.9914e-05	
3.4014e+00	-3.6780e-01	5.7356e-01	3.7891e-04	3.8765e-02	3.4671e-05	
3.4014e+00	-3.2760e-01	6.1813e-01	2.5395e-04	4.6881e-02	3.0901e-05	
3.4014e+00	-2.8740e-01	6.6355e-01	6.1690e-04	5.6357e-02	1.0300e-04	
3.4014e+00	-2.4720e-01	7.0892e-01	2.8279e-04	6.7504e-02	6.5812e-05	
3.4014e+00	-2.0700e-01	7.5603e-01	2.0181e-04	8.0025e-02	6.6347e-05	
3.4014e+00	-1.6680e-01	8.0323e-01	2.3113e-04	9.4338e-02	1.1142e-04	
3.4014e+00	-1.2660e-01	8.5007e-01	3.1979e-04	1.1090e-01	2.3674e-04	
3.4014e+00	-8.6400e-02	8.9748e-01	1.7431e-04	1.2935e-01	2.2089e-04	
3.4014e+00	-4.6200e-02	9.4524e-01	6.6808e-05	1.4951e-01	1.8266e-04	
3.4014e+00	-6.0000e-03	9.9288e-01	1.1084e-05	1.7210e-01	2.6822e-04	
3.4014e+00	3.4200e-02	1.0406e+00	4.5291e-05	1.9683e-01	2.1981e-04	
3.4014e+00	7.4400e-02	1.0883e+00	1.1302e-04	2.2351e-01	2.8648e-04	
3.4014e+00	1.1460e-01	1.1356e+00	9.8829e-05	2.5169e-01	1.8330e-04	
3.4014e+00	1.5480e-01	1.1833e+00	2.0009e-04	2.8270e-01	3.0762e-04	
3.4014e+00	1.9500e-01	1.2295e+00	1.8834e-04	3.1347e-01	2.5667e-04	
3.4014e+00	2.3520e-01	1.2767e+00	2.3152e-04	3.4770e-01	2.9105e-04	
3.4014e+00	2.7540e-01	1.3233e+00	2.9940e-04	3.8284e-01	3.5523e-04	
3.4014e+00	3.1560e-01	1.3678e+00	3.5099e-04	4.1731e-01	3.9824e-04	
3.4014e+00	3.5580e-01	1.4134e+00	2.7922e-04	4.5452e-01	3.0663e-04	
3.4014e+00	3.9600e-01	1.4567e+00	6.9915e-04	4.9051e-01	7.5129e-04	
3.4014e+00	4.3620e-01	1.4987e+00	6.1406e-04	5.2633e-01	6.4811e-04	
3.4014e+00	4.7640e-01	1.5402e+00	4.4284e-04	5.6265e-01	4.6138e-04	
3.4014e+00	5.1660e-01	1.5795e+00	4.7165e-04	5.9767e-01	4.8615e-04	
3.4014e+00	5.5680e-01	1.6153e+00	5.1230e-04	6.2988e-01	5.2457e-04	
3.4014e+00	5.9700e-01	1.6514e+00	4.5647e-04	6.6315e-01	4.6465e-04	
3.4014e+00	6.3720e-01	1.6842e+00	6.9051e-04	6.9351e-01	6.9978e-04	
3.4014e+00	6.7740e-01	1.7148e+00	7.6316e-04	7.2221e-01	7.7088e-04	
3.4014e+00	7.1760e-01	1.7438e+00	2.4872e-04	7.4970e-01	2.5047e-04	
3.4014e+00	7.5780e-01	1.7701e+00	3.7938e-04	7.7471e-01	3.8157e-04	
3.4014e+00	7.9800e-01	1.7937e+00	2.6005e-04	7.9735e-01	2.6104e-04	
3.4014e+00	8.3820e-01	1.8168e+00	2.6731e-04	8.1959e-01	2.6818e-04	
3.4014e+00	8.7840e-01	1.8369e+00	1.7568e-04	8.3912e-01	1.7616e-04	
3.4014e+00	9.1860e-01	1.8549e+00	3.6593e-04	8.5657e-01	3.6660e-04	
3.4014e+00	9.5880e-01	1.8715e+00	4.5297e-04	8.7286e-01	4.5359e-04	
3.4014e+00	9.9900e-01	1.8867e+00	2.3166e-04	8.8774e-01	2.3189e-04	
3.4014e+00	1.0392e+00	1.9000e+00	3.5718e-04	9.0074e-01	3.5745e-04	
3.4014e+00	1.0794e+00	1.9123e+00	1.5023e-04	9.1288e-01	1.5032e-04	
3.4014e+00	1.1196e+00	1.9220e+00	2.0749e-04	9.2249e-01	2.0758e-04	
3.4014e+00	1.1598e+00	1.9317e+00	2.5990e-04	9.3207e-01	2.5998e-04	
3.4014e+00	1.2000e+00	1.9399e+00	1.3107e-04	9.4020e-01	1.3110e-04	
3.4014e+00	1.2402e+00	1.9475e+00	1.0597e-04	9.4771e-01	1.0599e-04	
3.4014e+00	1.2804e+00	1.9536e+00	1.5707e-04	9.5380e-01	1.5709e-04	
3.4014e+00	1.3206e+00	1.9595e+00	8.0234e-05	9.5965e-01	8.0245e-05	
3.4014e+00	1.3608e+00	1.9646e+00	8.3094e-05	9.6468e-01	8.3101e-05	
3.4014e+00	1.4010e+00	1.9688e+00	1.0595e-04	9.6892e-01	1.0596e-04	
3.4014e+00	1.4412e+00	1.9727e+00	4.5549e-05	9.7274e-01	4.5549e-05	
3.4014e+00	1.4814e+00	1.9761e+00	1.1652e-04	9.7617e-01	1.1652e-04	
3.4014e+00	1.5216e+00	1.9791e+00	8.0889e-05	9.7909e-01	8.0888e-05	
3.4014e+00	1.5618e+00	1.9818e+00	7.9079e-05	9.8179e-01	7.9079e-05	
3.4014e+00	1.6020e+00	1.9840e+00	7.1794e-05	9.8405e-01	7.1795e-05	
3.4014e+00	1.6422e+00	1.9861e+00	2.8127e-05	9.8611e-01	2.8127e-05	
3.4014e+00	1.6824e+00	1.9879e+00	4.3138e-05	9.8788e-01	4.3137e-05	
3.4014e+00	1.7226e+00	1.9895e+00	2.3608e-05	9.8949e-01	2.3608e-05	
3.4014e+00	1.7628e+00	1.9908e+00	2.3517e-05	9.9076e-01	2.3517e-05	
3.4014e+00	1.8030e+00	1.9919e+00	2.4014e-05	9.9192e-01	2.4014e-05	
3.4014e+00	1.8432e+00	1.9930e+00	1.4772e-05	9.9298e-01	1.4772e-05	
3.4014e+00	1.8834e+00	1.9938e+00	1.3450e-05	9.9384e-01	1.3450e-05	
3.4014e+00	1.9236e+00	1.9946e+00	2.1591e-05	9.9463e-01	2.1591e-05	
3.4014e+00	1.9638e+00	1.9953e+00	1.7836e-05	9.9529e-01	1.7836e-05	
3.4014e+00	2.0040e+00	1.9959e+00	2.0297e-05	9.9591e-01	2.0297e-05	
3.4014e+00	2.0442e+00	1.9964e+00	1.4475e-05	9.9642e-01	1.4475e-05	
3.4014e+00	2.0844e+00	1.9969e+00	1.4029e-05	9.9687e-01	1.4029e-05	
3.4014e+00	2.1246e+00	1.9973e+00	9.0958e-06	9.9727e-01	9.0958e-06	
3.4014e+00	2.1648e+00	1.9976e+00	4.6255e-06	9.9762e-01	4.6255e-06	
3.4014e+00	2.2050e+00	1.9979e+00	5.4870e-06	9.9792e-01	5.4870e-06	
3.4014e+00	2.2452e+00	1.9982e+00	5.0491e-06	9.9818e-01	5.0491e-06	
3.4014e+00	2.2854e+00	1.9984e+00	3.8747e-06	9.9842e-01	3.8747e-06	
3.4014e+00	2.3256e+00	1.9986e+00	2.0160e-06	9.9862e-01	2.0160e-06	
3.4014e+00	2.3658e+00	1.9988e+00	1.4284e-06	9.9879e-01	1.4284e-06	
3.4014e+00	2.4060e+00	1.9989e+00	7.4345e-07	9.9895e-01	7.4345e-07	
3.4014e+00	2.4462e+00	1.9991e+00	8.5580e-07	9.9908e-01	8.5580e-07	
3.4014e+00	2.4864e+00	1.9992e+00	8.3557e-07	9.9920e-01	8.3557e-07	
3.4014e+00	2.5266e+00	1.9993e+00	1.0890e-06	9.9930e-01	1.0890e-06	
3.4014e+00	2.5668e+00	1.9994e+00	8.6499e-07	9.9939e-01	8.6499e-07	
3.4014e+00	2.6070e+00	1.9995e+00	1.0472e-06	9.9947e-01	1.0472e-06	
3.4014e+00	2.6472e+00	1.9995e+00	1.0209e-06	9.9954e-01	1.0209e-06	
3.4014e+00	2.6874e+00	1.9996e+00	1.0298e-06	9.9959e-01	1.0298e-06	
3.4014e+00	2.7276e+00	1.9996e+00	8.5860e-07	9.9965e-01	8.5860e-07	
3.4014e+00	2.7678e+00	1.9997e+00	7.2851e-07	9.9969e-01	7.2851e-07	
3.4014e+00	2.8080e+00	1.9997e+00	5.9601e-07	9.9973e-01	5.9601e-07	
3.4014e+00	2.8482e+00	1.9998e+00	5.3812e-07	9.9977e-01	5.3812e-07	
3.4014e+00	2.8884e+00	1.9998e+00	5.0123e-07	9.9980e-01	5.0123e-07	
3.4014e+00	2.9286e+00	1.9998e+00	4.1306e-07	9.9982e-01	4.1306e-07	
3.4014e+00	2.9688e+00	1.9998e+00	3.8106e-07	9.9984e-01	3.8106e-07	
3.4014e+00	3.0090e+00	1.9999e+00	3.5542e-07	9.9986e-01	3.5542e-07	
2.9851e+00	-3.0210e+00	4.2306e-04	8.6505e-07	1.5122e-08	4.9738e-13	
2.9851e+00	-2.9808e+00	4.7724e-04	1.0912e-06	1.9223e-08	6.5094e-13	
2.9851e+00	-2.9406e+00	5.3780e-04	1.0317e-06	2.4436e-08	8.6107e-13	
2.9851e+00	-2.9004e+00	6.0608e-04	1.1180e-06	3.1062e-08	1.1335e-12	
2.9851e+00	-2.8602e+00	6.8287e-04	9.5029e-07	3.9484e-08	1.2416e-12	
2.9851e+00	-2.8200e+00	7.7019e-04	1.4240e-06	5.0190e-08	1.5076e-12	
2.9851e+00	-2.7798e+00	8.6699e-04	1.0686e-06	6.3796e-08	1.7518e-12	
2.9851e+00	-2.7396e+00	9.7947e-04	1.5178e-06	8.1094e-08	2.0895e-12	
2.9851e+00	-2.6994e+00	1.1036e-03	6.1970e-07	1.0308e-07	1.6801e-12	
2.9851e+00	-2.6592e+00	1.2441e-03	6.2775e-07	1.3102e-07	3.6755e-12	
2.9851e+00	-2.6190e+00	1.3981e-03	1.7175e-06	1.6652e-07	5.8614e-12	
2.9851e+00	-2.5788e+00	1.5775e-03	2.1792e-06	2.1165e-07	6.0001e-12	
2.9851e+00	-2.5386e+00	1.7737e-03	3.6786e-06	2.6900e-07	1.0073e-11	
2.9851e+00	-2.4984e+00	2.0043e-03	5.0750e-06	3.4190e-07	1.1852e-11	
2.9851e+00	-2.4582e+00	2.2591e-03	5.8825e-06	4.3452e-07	1.6044e-11	
2.9851e+00	-2.4180e+00	2.5458e-03	4.3541e-06	5.5222e-07	1.8059e-11	
2.9851e+00	-2.3778e+00	2.8678e-03	6.3694e-06	7.0178e-07	2.7280e-11	
2.9851e+00	-2.3376e+00	3.2260e-03	9.9885e-06	8.9177e-07	4.1072e-11	
2.9851e+00	-2.2974e+00	3.6362e-03	1.8567e-05	1.1332e-06	4.9759e-11	
2.9851e+00	-2.2572e+00	4.0975e-03	1.0755e-05	1.4398e-06	5.5560e-11	
2.9851e+00	-2.2170e+00	4.6116e-03	1.4381e-05	1.8294e-06	7.4865e-11	
2.9851e+00	-2.1768e+00	5.2268e-03	1.5865e-05	2.3244e-06	7.9119e-11	
2.9851e+00	-2.1366e+00	5.8855e-03	1.8770e-05	2.9529e-06	1.3854e-10	
2.9851e+00	-2.0964e+00	6.6141e-03	1.2820e-05	3.7509e-06	6.0594e-11	
2.9851e+00	-2.0562e+00	7.4282e-03	8.5993e-06	4.7641e-06	3.5406e-11	
2.9851e+00	-2.0160e+00	8.3612e-03	1.9855e-05	6.0504e-06	1.5256e-10	
2.9851e+00	-1.9758e+00	9.4566e-03	2.6875e-05	7.6830e-06	1.5615e-10	
2.9851e+00	-1.9356e+00	1.0628e-02	3.9382e-05	9.7553e-06	2.0922e-10	
2.9851e+00	-1.8954e+00	1.1989e-02	2.8675e-05	1.2384e-05	2.3133e-10	
2.9851e+00	-1.8552e+00	1.3489e-02	3.6745e-05	1.5719e-05	3.9754e-10	
2.9851e+00	-1.8150e+00	1.5170e-02	4.4269e-05	1.9946e-05	5.9089e-10	
2.9851e+00	-1.7748e+00	1.7091e-02	4.1139e-05	2.5307e-05	5.4459e-10	
2.9851e+00	-1.7346e+00	1.9301e-02	2.0872e-05	3.2099e-05	5.6180e-10	
2.9851e+00	-1.6944e+00	2.1660e-02	4.6315e-05	4.0704e-05	1.2307e-09	
2.9851e+00	-1.6542e+00	2.4485e-02	6.6933e-05	5.1595e-05	3.2503e-09	
2.9851e+00	-1.6140e+00	2.7482e-02	1.2925e-04	6.5382e-05	4.8332e-09	
2.9851e+00	-1.5738e+00	3.0838e-02	1.3821e-04	8.2820e-05	7.3653e-09	
2.9851e+00	-1.5336e+00	3.4679e-02	9.8713e-05	1.0486e-04	8.1711e-09	
2.9851e+00	-1.4934e+00	3.8858e-02	9.9936e-05	1.3271e-04	1.1207e-08	
2.9851e+00	-1.4532e+00	4.3638e-02	1.1031e-04	1.6785e-04	1.4934e-08	
2.9851e+00	-1.4130e+00	4.9023e-02	1.2981e-04	2.1218e-04	2.8563e-08	
2.9851e+00	-1.3728e+00	5.5003e-02	1.7062e-04	2.6799e-04	4.8190e-08	
2.9851e+00	-1.3326e+00	6.1651e-02	9.9269e-05	3.3823e-04	2.8328e-08	
2.9851e+00	-1.2924e+00	6.9318e-02	7.4834e-05	4.2644e-04	3.0040e-08	
2.9851e+00	-1.2522e+00	7.7424e-02	2.1858e-04	5.3734e-04	1.2923e-07	
2.9851e+00	-1.2120e+00	8.6335e-02	1.2152e-04	6.7638e-04	7.6688e-08	
2.9851e+00	-1.1718e+00	9.6523e-02	1.7683e-04	8.5017e-04	1.5533e-07	
2.9851e+00	-1.1316e+00	1.0791e-01	3.3153e-04	1.0671e-03	3.5999e-07	
2.9851e+00	-1.0914e+00	1.2032e-01	2.4732e-04	1.3376e-03	3.5344e-07	
2.9851e+00	-1.0512e+00	1.3386e-01	1.8666e-04	1.6742e-03	3.4512e-07	
2.9851e+00	-1.0110e+00	1.4893e-01	3.9563e-04	2.0915e-03	9.3989e-07	
2.9851e+00	-9.7080e-01	1.6591e-01	4.7903e-04	2.6065e-03	1.4627e-06	
2.9851e+00	-9.3060e-01	1.8370e-01	1.9064e-04	3.2437e-03	6.7556e-07	
2.9851e+00	-8.9040e-01	2.0245e-01	2.9942e-04	4.0307e-03	1.4686e-06	
2.9851e+00	-8.5020e-01	2.2412e-01	3.5674e-04	4.9887e-03	2.1810e-06	
2.9851e+00	-8.1000e-01	2.4658e-01	4.5343e-04	6.1649e-03	3.6878e-06	
2.9851e+00	-7.6980e-01	2.7137e-01	5.6339e-04	7.5904e-03	5.6990e-06	
2.9851e+00	-7.2960e-01	2.9799e-01	7.2468e-04	9.3160e-03	9.4368e-06	
2.9851e+00	-6.8940e-01	3.2504e-01	2.9756e-04	1.1418e-02	5.0900e-06	
2.9851e+00	-6.4920e-01	3.5523e-01	2.8084e-04	1.3918e-02	5.9687e-06	
2.9851e+00	-6.0900e-01	3.8765e-01	3.7264e-04	1.6886e-02	1.0379e-05	
2.9851e+00	-5.6880e-01	4.2121e-01	4.8842e-04	2.0423e-02	1.6865e-05	
2.9851e+00	-5.2860e-01	4.5458e-01	4.3026e-04	2.4676e-02	1.9656e-05	
2.9851e+00	-4.8840e-01	4.9231e-01	4.6638e-04	2.9529e-02	2.7255e-05	
2.9851e+00	-4.4820e-01	5.2974e-01	3.6214e-04	3.5286e-02	2.6969e-05	
2.9851e+00	-4.0800e-01	5.6794e-01	3.8080e-04	4.2018e-02	3.6948e-05	
2.9851e+00	-3.6780e-01	6.0863e-01	5.7222e-04	4.9631e-02	7.2459e-05	
2.9851e+00	-3.2760e-01	6.4869e-01	4.0858e-04	5.8572e-02	6.8532e-05	
2.9851e+00	-2.8740e-01	6.9057e-01	2.0205e-04	6.8589e-02	4.5361e-05	
2.9851e+00	-2.4720e-01	7.3242e-01	3.5753e-04	8.0097e-02	1.0744e-04	
2.9851e+00	-2.0700e-01	7.7533e-01	2.7794e-04	9.2885e-02	1.1431e-04	
2.9851e+00	-1.6680e-01	8.1832e-01	3.8584e-04	1.0733e-01	2.2866e-04	
2.9851e+00	-1.2660e-01	8.6195e-01	1.9829e-04	1.2316e-01	1.7707e-04	
2.9851e+00	-8.6400e-02	9.0553e-01	2.9951e-05	1.4091e-01	4.4643e-05	
2.9851e+00	-4.6200e-02	9.4952e-01	1.1015e-04	1.5991e-01	3.4996e-04	
2.9851e+00	-6.0000e-03	9.9344e-01	7.8614e-06	1.8099e-01	2.3457e-04	
2.9851e+00	3.4200e-02	1.0374e+00	4.8201e-05	2.0339e-01	2.6297e-04	
2.9851e+00	7.4400e-02	1.0813e+00	1.3412e-04	2.2761e-01	3.7585e-04	
2.9851e+00	1.1460e-01	1.1252e+00	1.0333e-04	2.5358e-01	2.0938e-04	
2.9851e+00	1.5480e-01	1.1686e+00	2.6456e-04	2.8048e-01	4.4883e-04	
2.9851e+00	1.9500e-01	1.2117e+00	3.1487e-04	3.0868e-01	4.5897e-04	
2.9851e+00	2.3520e-01	1.2549e+00	3.3626e-04	3.3872e-01	4.4706e-04	
2.9851e+00	2.7540e-01	1.2970e+00	1.3397e-04	3.6883e-01	1.6615e-04	
2.9851e+00	3.1560e-01	1.3395e+00	2.6611e-04	4.0102e-01	3.1383e-04	
2.9851e+00	3.5580e-01	1.3794e+00	3.6760e-04	4.3152e-01	4.1767e-04	
2.9851e+00	3.9600e-01	1.4210e+00	1.6320e-04	4.6524e-01	1.8039e-04	
2.9851e+00	4.3620e-01	1.4596e+00	3.6685e-04	4.9687e-01	3.9674e-04	
2.9851e+00	4.7640e-01	1.4974e+00	5.3401e-04	5.2862e-01	5.6845e-04	
2.9851e+00	5.1660e-01	1.5343e+00	6.9072e-04	5.6033e-01	7.2422e-04	
2.9851e+00	5.5680e-01	1.5691e+00	6.0938e-04	5.9074e-01	6.3259e-04	
2.9851e+00	5.9700e-01	1.6029e+00	3.7013e-04	6.2076e-01	3.8096e-04	
2.9851e+00	6.3720e-01	1.6343e+00	4.7143e-04	6.4907e-01	4.8242e-04	
2.9851e+00	6.7740e-01	1.6665e+00	3.4044e-04	6.7866e-01	3.4584e-04	
2.9851e+00	7.1760e-01	1.6944e+00	3.9680e-04	7.0430e-01	4.0247e-04	
2.9851e+00	7.5780e-01	1.7212e+00	3.7888e-04	7.2927e-01	3.8299e-04	
2.9851e+00	7.9800e-01	1.7457e+00	3.4207e-04	7.5225e-01	3.4501e-04	
2.9851e+00	8.3820e-01	1.7692e+00	3.2882e-04	7.7448e-01	3.3104e-04	
2.9851e+00	8.7840e-01	1.7912e+00	3.3010e-04	7.9552e-01	3.3185e-04	
2.9851e+00	9.1860e-01	1.8116e+00	4.1881e-04	8.1503e-01	4.2045e-04	
2.9851e+00	9.5880e-01	1.8299e+00	3.3538e-04	8.3274e-01	3.3645e-04	
2.9851e+00	9.9900e-01	1.8465e+00	2.2219e-04	8.4871e-01	2.2270e-04	
2.9851e+00	1.0392e+00	1.8620e+00	2.7922e-04	8.6377e-01	2.7976e-04	
2.9851e+00	1.0794e+00	1.8758e+00	1.4360e-04	8.7719e-01	1.4382e-04	
2.9851e+00	1.1196e+00	1.8889e+00	2.0197e-04	8.9002e-01	2.0220e-04	
2.9851e+00	1.1598e+00	1.9006e+00	2.2844e-04	9.0147e-01	2.2864e-04	
