1/2	499.2592592592592	28.98197254346722
3/2	543.6666666666666	73.23339751413862
5/2	552.2549019607842	84.66224599476008
7/2	595.161111111111	92.25680990235529
9/2	627.4	80.18216223113218
11/2	664.2761904761904	62.459030497717485
13/2	698.2719298245614	78.47384872942126
15/2	703.5446623093678	75.60052647304578
17/2	691.0333333333334	83.45398340965383
19/2	698.0710382513661	84.72715020455405
21/2	679.5824915824912	91.15957012270358
23/2	669.9825396825397	89.78489003184681
25/2	669.8224932249325	83.77915050703294
27/2	670.6131687242795	76.57837463851718
29/2	666.5851063829788	68.1321892748103
31/2	650.6383219954648	85.60099945887205
33/2	634.4323432343235	85.40365142552234
35/2	626.3490658800397	93.45746449467049
37/2	636.8658658658658	89.1205561249989
39/2	631.6933333333334	87.93420266544189
41/2	648.7340332458442	88.85691436505606
43/2	634.6496350364965	86.0086667453814
45/2	635.1846743295022	87.89452429352583
47/2	625.6485421591807	91.25694857277506
49/2	618.8798043326343	94.01027517670342
51/2	624.306093189964	87.74738130172577
53/2	624.8010645375913	90.37872073758821
55/2	639.4961685823756	93.41173921108499
57/2	627.4276846679087	97.25647953075877
59/2	628.7934027777779	95.8932949096497
61/2	624.6286393345217	98.12539123581575
63/2	616.0855555555553	96.54197291155766
65/2	615.8794444444444	93.28067042083761
67/2	607.1217437533224	82.17096289430488
69/2	603.7552552552556	81.67732312407479
71/2	598.0502283105025	85.38302340121957
73/2	588.1576448243114	100.61264570948121
75/2	578.8256704980843	101.92449218237327
77/2	573.3010603964958	105.8661410901951
79/2	573.9710144927537	105.25143489215002
81/2	576.3121693121698	98.01348696251956
83/2	581.6944444444441	94.10517114174209
85/2	575.8320707070707	103.79955392768612
87/2	579.1384863123986	101.18775051494842
89/2	573.6207729468598	98.60321274510218
91/2	564.894696089818	94.22483190666497
93/2	546.2916192643156	90.21976290264985
95/2	540.0562962962962	85.59945266272828
97/2	534.2359307359305	86.41970534759378
99/2	520.4506172839507	84.99134485871343
101/2	517.1720995443393	85.65713907189688
103/2	511.63285024154646	89.3781128486394
105/2	507.07452165156127	90.34922085191403
107/2	499.3723196881091	79.45291574774974
109/2	488.4174884944117	77.1458921290007
111/2	475.1539682539684	75.045781175538
113/2	471.5411173885751	73.68159101294057
115/2	457.99135802469124	72.97679252142345
117/2	451.2813428401666	78.76586259493054
119/2	438.92461398728386	78.22530092705038
121/2	431.4618680377035	74.8773867324602
123/2	429.00561465721023	71.69465743021878
125/2	425.37222222222204	75.11150819292315
127/2	424.515253288553	75.09655899897325
129/2	417.7477025898079	71.25404857286135
131/2	407.72500662954116	76.89986219135005
133/2	394.1336043360432	73.8614744844025
135/2	380.2927648578816	74.28216219398345
137/2	376.8862988862987	70.4217273516202
139/2	372.0790351552477	72.78182859346326
141/2	371.4444444444441	67.83149137262639
143/2	362.1626626626624	73.28972284979082
145/2	356.10991636798104	68.49873606391154
147/2	341.3209606986897	67.14983258976896
149/2	330.13424921667865	66.4160272659464
151/2	321.813582813583	64.85372730430765
153/2	317.44821891955644	65.59759503725327
155/2	298.6783975210269	61.99690802906678
157/2	287.02886597938146	61.085199642312425
159/2	270.47271924011494	59.453165126579826
161/2	265.2850241545895	61.20071843490307
163/2	259.67850098619334	64.37913855390788
165/2	253.12312312312324	68.86063683292168
167/2	241.82579137454863	70.36459754019141
169/2	235.84895510035182	65.67147919176578
171/2	230.29257190151012	60.98263349645018
173/2	226.71864129322702	58.13866794093428
175/2	219.56558363417562	55.369223523987
177/2	212.00828282828274	55.75624513773915
179/2	204.90365190365196	53.22662687292851
181/2	198.6607460035523	50.74868210248357
183/2	193.4151638549546	53.39531625900027
