0	0	0	0.005031405287941133
0	0	1	0.004833954278044441
0	0	2	0.004237228265858993
0	0	3	0.0038018656515979203
0	0	4	0.003563918242219502
0	0	5	0.0035393198481678393
0	0	6	0.0024966388298584383
0	0	7	0.002561510294889602
0	0	8	0.0024179141850445276
0	0	9	0.0016911172611585928
0	0	10	0.0011371073111368143
0	0	11	0.0009190544887671329
0	0	12	0.0006600378798188328
0	0	13	0.0003774066250789009
0	0	14	0.00024718055057450174
0	0	15	0.00015013496443682287
0	0	16	0.00008247692618228918
0	0	17	0.000045233289850742595
0	0	18	0.000024207815202022162
0	0	19	0.00001268116150237446
0	0	20	6.1217633462538196e-6
0	1	0	0.005014876392705501
0	1	1	0.0048167655173362925
0	1	2	0.004221250009660983
0	1	3	0.003801785937152647
0	1	4	0.003556755575399446
0	1	5	0.003541507544832234
0	1	6	0.0024882287509606924
0	1	7	0.0025599398891037904
0	1	8	0.0024158896976246833
0	1	9	0.0016844228534079718
0	1	10	0.001141657170130399
0	1	11	0.0009202017914043298
0	1	12	0.0006591033197324521
0	1	13	0.0003769133509307521
0	1	14	0.0002467505807736968
0	1	15	0.00014986892383694845
0	1	16	0.00008235835885780584
0	1	17	0.00004515009522807633
0	1	18	0.000024168899010994476
0	1	19	0.00001265883798814073
0	1	20	6.111995334944189e-6
0	2	0	0.0049648422118510485
0	2	1	0.004765024373379499
0	2	2	0.004173958279180186
0	2	3	0.003802002858808033
0	2	4	0.003535417725986544
0	2	5	0.003547371112202995
0	2	6	0.0024635361814276404
0	2	7	0.0025550694549390167
0	2	8	0.0024097199705738147
0	2	9	0.0016643712756330214
0	2	10	0.0011556442829272436
0	2	11	0.0009237853914222262
0	2	12	0.0006563131183172568
0	2	13	0.00037548369680997406
0	2	14	0.00024546734874827676
0	2	15	0.0001490695138497632
0	2	16	0.00008200365938859396
0	2	17	0.00004490306542995073
0	2	18	0.00002405266040477042
0	2	19	0.000012591885068174598
0	2	20	6.08277665973326e-6
0	3	0	0.004880193258596424
0	3	1	0.004678439259338274
0	3	2	0.004097515187417567
0	3	3	0.0038036703747732024
0	3	4	0.0035005101427441777
0	3	5	0.0035545977559640475
0	3	6	0.0024242908761284705
0	3	7	0.0025464926116422907
0	3	8	0.0023991239591335577
0	3	9	0.0016311335775600494
0	3	10	0.0011799297756445884
0	3	11	0.0009301494709071668
0	3	12	0.000651707451683798
0	3	13	0.0003732556885667855
