"tempβ"	"μ"	"density"	"err"	"doublon"	"err"	"int_energy"	"err"	"kinetic_energy"	"err"	"total_energy"	"err"
8.264462809917356	-6.021	0.	0.	0.	0.	0.	0.	7.2562935e-21	6.245709000000001e-23	7.2562935e-21	6.245709000000001e-23
8.264462809917356	-5.9808	0.	0.	0.	0.	0.	0.	1.0115815e-20	8.706984800000001e-23	1.0115815e-20	8.706984800000001e-23
8.264462809917356	-5.940600000000001	0.	0.	0.	0.	0.	0.	1.4102202e-20	1.2138186999999999e-22	1.4102202e-20	1.2138186999999999e-22
8.264462809917356	-5.900400000000001	0.	0.	0.	0.	0.	0.	1.9659523e-20	1.6921539999999997e-22	1.9659523e-20	1.6921539999999997e-22
8.264462809917356	-5.860200000000002	0.	0.	0.	0.	0.	0.	2.7406843e-20	2.3589889999999997e-22	2.7406843e-20	2.3589889999999997e-22
8.264462809917356	-5.820000000000002	0.	0.	0.	0.	0.	0.	3.8207186e-20	3.2886068e-22	3.8207186e-20	3.2886068e-22
8.264462809917356	-5.7798000000000025	0.	0.	0.	0.	0.	0.	5.3263671e-20	4.5845636e-22	5.3263671e-20	4.5845636e-22
8.264462809917356	-5.739600000000003	0.	0.	0.	0.	0.	0.	7.4253535e-20	6.3912239999999995e-22	7.4253535e-20	6.3912239999999995e-22
8.264462809917356	-5.699400000000003	0.	0.	0.	0.	0.	0.	1.0351497e-19	8.909843699999999e-22	1.0351497e-19	8.909843699999999e-22
8.264462809917356	-5.659200000000004	0.	0.	0.	0.	0.	0.	1.4430760000000003e-19	1.2420988e-21	1.4430760000000003e-19	1.2420988e-21
8.264462809917356	-5.619000000000004	0.	0.	0.	0.	0.	0.	2.0117558e-19	1.7315784e-21	2.0117558e-19	1.7315784e-21
8.264462809917356	-5.578800000000005	0.	0.	0.	0.	0.	0.	2.8045378e-19	2.4139496999999997e-21	2.8045378e-19	2.4139496999999997e-21
8.264462809917356	-5.538600000000005	0.	0.	0.	0.	0.	0.	3.9097352000000003e-19	3.3652260999999997e-21	3.9097352000000003e-19	3.3652260999999997e-21
8.264462809917356	-5.4984000000000055	0.	0.	0.	0.	0.	0.	5.450462900000001e-19	4.6913766e-21	5.450462900000001e-19	4.6913766e-21
8.264462809917356	-5.458200000000006	0.	0.	0.	0.	0.	0.	7.5983524e-19	6.5401293e-21	7.5983524e-19	6.5401293e-21
8.264462809917356	-5.418000000000006	0.	0.	0.	0.	0.	0.	1.0592671e-18	9.1174288e-21	1.0592671e-18	9.1174288e-21
8.264462809917356	-5.377800000000007	0.	0.	0.	0.	0.	0.	1.4766974e-18	1.2710377e-20	1.4766974e-18	1.2710377e-20
8.264462809917356	-5.337600000000007	0.	0.	0.	0.	0.	0.	2.0586265e-18	1.7719213999999998e-20	2.0586265e-18	1.7719213999999998e-20
8.264462809917356	-5.297400000000008	0.	0.	0.	0.	0.	0.	2.8698791000000003e-18	2.4701908e-20	2.8698791000000003e-18	2.4701908e-20
8.264462809917356	-5.257200000000008	0.	0.	0.	0.	0.	0.	4.000825800000001e-18	3.4436305e-20	4.000825800000001e-18	3.4436305e-20
8.264462809917356	-5.2170000000000085	0.	0.	0.	0.	0.	0.	5.577450000000001e-18	4.8006781e-20	5.577450000000001e-18	4.8006781e-20
8.264462809917356	-5.176800000000009	0.	0.	0.	0.	0.	0.	7.7753818e-18	6.6925039e-20	7.7753818e-18	6.6925039e-20
8.264462809917356	-5.136600000000009	1.7347235e-20	1.7347235e-20	0.	0.	0.	0.	1.0751176e-17	1.3471766e-19	1.0751176e-17	1.3471766e-19
8.264462809917356	-5.09640000000001	3.1225023e-19	1.7476855e-19	0.	0.	0.	0.	1.3534402e-17	9.373738e-19	1.3534402e-17	9.373738e-19
8.264462809917356	-5.05620000000001	1.3704315e-18	1.8883802e-19	0.	0.	0.	0.	1.4201377e-17	8.289746400000001e-19	1.4201377e-17	8.289746400000001e-19
8.264462809917356	-5.016000000000011	6.990935600000001e-18	1.0392427000000001e-18	0.	0.	0.	0.	5.3692515e-18	4.937827000000001e-18	5.3692515e-18	4.937827000000001e-18
8.264462809917356	-4.975800000000011	2.3071822e-17	1.6514075000000001e-18	0.	0.	0.	0.	7.277178399999999e-17	7.826541900000001e-18	7.277178399999999e-17	7.826541900000001e-18
8.264462809917356	-4.9356000000000115	6.0871447e-17	2.9844555000000003e-18	0.	0.	0.	0.	2.4049105000000005e-16	1.4121114e-17	2.4049105000000005e-16	1.4121114e-17
8.264462809917356	-4.895400000000012	1.1679893000000001e-16	1.5072142000000001e-18	1.0322985e-33	6.597540000000001e-35	9.741428800000002e-35	6.225861e-36	4.867011800000001e-16	6.636104200000001e-18	4.867011800000001e-16	6.636104200000001e-18
8.264462809917356	-4.855200000000012	1.8575419000000002e-16	1.3155908e-18	6.619421199999999e-33	2.5409505e-34	6.246509500000001e-34	2.3978036000000004e-35	7.8218921e-16	6.204177600000001e-18	7.8218921e-16	6.204177600000001e-18
8.264462809917356	-4.815000000000013	2.6518718000000004e-16	3.7153671e-18	1.3862844e-32	2.3178469e-34	1.3081866999999999e-33	2.1872687000000003e-35	1.109733e-15	1.6441576e-17	1.109733e-15	1.6441576e-17
8.264462809917356	-4.774800000000013	3.6316436000000007e-16	4.4382316000000004e-18	2.6647167e-32	4.1770264e-34	2.5145971999999997e-33	3.941709400000001e-35	1.501335e-15	1.9132838999999998e-17	1.501335e-15	1.9132838999999998e-17
8.264462809917356	-4.734600000000014	5.058106700000001e-16	5.2174963e-18	5.0586476e-32	5.6873986e-34	4.7736636e-33	5.366993300000001e-35	2.070429e-15	2.1896479999999998e-17	2.070429e-15	2.1896479999999998e-17
8.264462809917356	-4.694400000000014	7.0349976e-16	8.393014600000002e-18	9.8247464e-32	1.2196383999999999e-33	9.271259499999998e-33	1.1509288e-34	2.8503736000000003e-15	3.5413105e-17	2.8503736000000003e-15	3.5413105e-17
8.264462809917356	-4.6542000000000145	9.808647e-16	1.1281792e-17	1.9111002999999996e-31	2.3958405999999998e-33	1.8034365000000002e-32	2.2608685e-34	3.9348232e-15	4.6968615e-17	3.9348232e-15	4.6968615e-17
8.264462809917356	-4.614000000000015	1.3707264e-15	1.6379423e-17	3.7144832999999997e-31	4.8117486999999996e-33	3.5052242000000003e-32	4.540674100000001e-34	5.4456655e-15	6.781992399999999e-17	5.4456655e-15	6.781992399999999e-17
8.264462809917356	-4.573800000000015	1.9143194e-15	2.1648011e-17	7.241554399999999e-31	8.014512599999999e-33	6.833594200000001e-32	7.563007000000001e-34	7.530347200000001e-15	8.8235032e-17	7.530347200000001e-15	8.8235032e-17
8.264462809917356	-4.533600000000016	2.6796447000000002e-15	3.154699e-17	1.4189867000000001e-30	1.751081e-32	1.3390466e-31	1.6524320999999998e-33	1.0439668e-14	1.2793551e-16	1.0439668e-14	1.2793551e-16
8.264462809917356	-4.493400000000016	3.7445567e-15	4.3516597e-17	2.7741191e-30	3.3261827000000004e-32	2.6178362999999995e-31	3.1387989e-33	1.4443218e-14	1.7455021000000003e-16	1.4443218e-14	1.7455021000000003e-16
8.264462809917356	-4.453200000000017	5.2265657e-15	6.036245300000001e-17	5.419002600000001e-30	6.614964800000001e-32	5.113717599999999e-31	6.242304199999999e-33	1.9953157e-14	2.3954072e-16	1.9953157e-14	2.3954072e-16
8.264462809917356	-4.413000000000017	7.2852314e-15	8.477685700000001e-17	1.0536333000000001e-29	1.2951109999999998e-31	9.942758399999999e-31	1.2221496000000001e-32	2.7518956e-14	3.3329408000000004e-16	2.7518956e-14	3.3329408000000004e-16
8.264462809917356	-4.372800000000018	1.0152157000000001e-14	1.1785696e-16	2.0451853000000003e-29	2.5115384e-31	1.9299677000000002e-30	2.3700484e-32	3.7937900000000006e-14	4.584647e-16	3.7937900000000006e-14	4.584647e-16
8.264462809917356	-4.332600000000018	1.4152308e-14	1.6479282000000002e-16	3.9739296e-29	4.9017200999999995e-31	3.7500543000000004e-30	4.6255768000000005e-32	5.231693400000001e-14	6.3465525e-16	5.231693400000001e-14	6.3465525e-16
8.264462809917356	-4.292400000000018	1.9735481e-14	2.29321e-16	7.727697800000001e-29	9.4206644e-31	7.2923502e-30	8.889941800000001e-32	7.2166516e-14	8.737524500000001e-16	7.2166516e-14	8.737524500000001e-16
8.264462809917356	-4.252200000000019	2.7512471e-14	3.1981668000000004e-16	1.5018941e-28	1.8348911000000002e-30	1.4172834000000003e-29	1.7315206999999997e-31	9.949839700000001e-14	1.2057364e-15	9.949839700000001e-14	1.2057364e-15
8.264462809917356	-4.212000000000019	3.8356939e-14	4.4611301e-16	2.9193995000000004e-28	3.574886700000001e-30	2.7549322e-29	3.3734918999999997e-31	1.3717676e-13	1.6640708e-15	1.3717676e-13	1.6640708e-15
8.264462809917356	-4.17180000000002	5.3474776999999997e-14	6.224405400000001e-16	5.674488e-28	6.9516877e-30	5.35481e-29	6.5600573999999996e-31	1.890947e-13	2.2970261e-15	1.890947e-13	2.2970261e-15
8.264462809917356	-4.13160000000002	7.454778100000001e-14	8.6674991e-16	1.1028250999999999e-27	1.3495661e-29	1.0406964e-28	1.2735369e-30	2.606151e-13	3.1633229e-15	2.606151e-13	3.1633229e-15
8.264462809917356	-4.091400000000021	1.0392456e-13	1.2082419e-15	2.1432209999999996e-27	2.6199901e-29	2.0224805000000003e-28	2.4723904000000002e-30	3.5913664e-13	4.36106e-15	3.5913664e-13	4.36106e-15
8.264462809917356	-4.051200000000021	1.4487618999999998e-13	1.6846336e-15	4.1650044e-27	5.0956054e-29	3.9303647000000003e-28	4.8085394e-30	4.9482955e-13	6.0129475e-15	4.9482955e-13	6.0129475e-15
