"tempβ"	"μ"	"density"	"err"	"doublon"	"err"	"int_energy"	"err"	"kinetic_energy"	"err"	"total_energy"	"err"
47.61904761904761	-6.021	0.	0.	0.	0.	0.	0.	-1.0866145552e-18	-1.1050143875e-18	-1.0866145552e-18	-1.1050143875e-18
47.61904761904761	-5.9808	0.	0.	0.	0.	0.	0.	-1.0777039597e-18	-1.0966187111e-18	-1.0777039597e-18	-1.0966187111e-18
47.61904761904761	-5.940600000000001	0.	0.	0.	0.	0.	0.	-1.0684428039999999e-18	-1.0877067783e-18	-1.0684428039999999e-18	-1.0877067783e-18
47.61904761904761	-5.900400000000001	0.	0.	0.	0.	0.	0.	-1.0589438952e-18	-1.0784447155999999e-18	-1.0589438952e-18	-1.0784447155999999e-18
47.61904761904761	-5.860200000000002	0.	0.	0.	0.	0.	0.	-1.0528373983999999e-18	-1.0689451916e-18	-1.0528373983999999e-18	-1.0689451916e-18
47.61904761904761	-5.820000000000002	0.	0.	0.	0.	0.	0.	-1.0451422567e-18	-1.0628461910999998e-18	-1.0451422567e-18	-1.0628461910999998e-18
47.61904761904761	-5.7798000000000025	0.	0.	0.	0.	0.	0.	-1.0367054331e-18	-1.05514822e-18	-1.0367054331e-18	-1.05514822e-18
47.61904761904761	-5.739600000000003	0.	0.	0.	0.	0.	0.	-1.027765594e-18	-1.0467094774999998e-18	-1.027765594e-18	-1.0467094774999998e-18
47.61904761904761	-5.699400000000003	0.	0.	0.	0.	0.	0.	-1.018484605e-18	-1.0377683369e-18	-1.018484605e-18	-1.0377683369e-18
47.61904761904761	-5.659200000000004	0.	0.	0.	0.	0.	0.	-1.008972245e-18	-1.0284864653e-18	-1.008972245e-18	-1.0284864653e-18
47.61904761904761	-5.619000000000004	0.	0.	0.	0.	0.	0.	-1.0030296693e-18	-1.0189735066e-18	-1.0030296693e-18	-1.0189735066e-18
47.61904761904761	-5.578800000000005	0.	0.	0.	0.	0.	0.	-9.952726567e-19	-1.013038226e-18	-9.952726567e-19	-1.013038226e-18
47.61904761904761	-5.538600000000005	0.	0.	0.	0.	0.	0.	3.2061284e-100	-1.0052784599e-18	3.2061284e-100	-1.0052784599e-18
47.61904761904761	-5.4984000000000055	0.	0.	0.	0.	0.	0.	2.1744262e-99	-9.967978074e-19	2.1744262e-99	-9.967978074e-19
47.61904761904761	-5.458200000000006	0.	0.	0.	0.	0.	0.	1.4747162e-98	2.1717569e-100	1.4747162e-98	2.1717569e-100
47.61904761904761	-5.418000000000006	0.	0.	0.	0.	0.	0.	1.0001662999999999e-97	1.4729058e-99	1.0001662999999999e-97	1.4729058e-99
47.61904761904761	-5.377800000000007	0.	0.	0.	0.	0.	0.	6.783221e-97	9.989384799999999e-99	6.783221e-97	9.989384799999999e-99
47.61904761904761	-5.337600000000007	0.	0.	0.	0.	0.	0.	4.6004438e-96	6.774894e-98	4.6004438e-96	6.774894e-98
47.61904761904761	-5.297400000000008	0.	0.	0.	0.	0.	0.	3.1200639e-95	4.5947964e-97	3.1200639e-95	4.5947964e-97
47.61904761904761	-5.257200000000008	0.	0.	0.	0.	0.	0.	2.1160564999999999e-94	3.1162338e-96	2.1160564999999999e-94	3.1162338e-96
47.61904761904761	-5.2170000000000085	0.	0.	0.	0.	0.	0.	1.4351293e-93	2.1134589e-95	1.4351293e-93	2.1134589e-95
47.61904761904761	-5.176800000000009	0.	0.	0.	0.	0.	0.	9.7331807e-93	1.4333675e-94	9.7331807e-93	1.4333675e-94
47.61904761904761	-5.136600000000009	0.	0.	0.	0.	0.	0.	6.601133999999999e-92	9.7212324e-94	6.601133999999999e-92	9.7212324e-94
47.61904761904761	-5.09640000000001	0.	0.	0.	0.	0.	0.	4.4769507e-91	6.5930306e-93	4.4769507e-91	6.5930306e-93
47.61904761904761	-5.05620000000001	0.	0.	0.	0.	0.	0.	3.0363098e-90	4.471454899999999e-92	3.0363098e-90	4.471454899999999e-92
47.61904761904761	-5.016000000000011	0.	0.	0.	0.	0.	0.	2.0592536000000002e-89	3.0325825e-91	2.0592536000000002e-89	3.0325825e-91
47.61904761904761	-4.975800000000011	0.	0.	0.	0.	0.	0.	1.3966049999999998e-88	2.0567257e-90	1.3966049999999998e-88	2.0567257e-90
47.61904761904761	-4.9356000000000115	0.	0.	0.	0.	0.	0.	9.471905800000001e-88	1.3948906000000002e-89	9.471905800000001e-88	1.3948906000000002e-89
47.61904761904761	-4.895400000000012	0.	0.	0.	0.	0.	0.	6.4239349e-87	9.4602782e-89	6.4239349e-87	9.4602782e-89
47.61904761904761	-4.855200000000012	0.	0.	0.	0.	0.	0.	4.3567727e-86	6.416049000000001e-88	4.3567727e-86	6.416049000000001e-88
47.61904761904761	-4.815000000000013	0.	0.	0.	0.	0.	0.	2.9548038999999993e-85	4.3514244e-87	2.9548038999999993e-85	4.3514244e-87
47.61904761904761	-4.774800000000013	0.	0.	0.	0.	0.	0.	2.0039756000000001e-84	2.9511766e-86	2.0039756000000001e-84	2.9511766e-86
47.61904761904761	-4.734600000000014	0.	0.	0.	0.	0.	0.	1.359115e-83	2.0015155e-85	1.359115e-83	2.0015155e-85
47.61904761904761	-4.694400000000014	0.	0.	0.	0.	0.	0.	9.217644500000001e-83	1.3574465e-84	9.217644500000001e-83	1.3574465e-84
47.61904761904761	-4.6542000000000145	0.	0.	0.	0.	0.	0.	6.251492600000001e-82	9.206329100000001e-84	6.251492600000001e-82	9.206329100000001e-84
