"tempβ"	"μ"	"density"	"err"	"doublon"	"err"
12.165450121654501	-7.021	0.	0.	0.	0.
12.165450121654501	-6.9808	0.	0.	0.	0.
12.165450121654501	-6.940600000000001	0.	0.	0.	0.
12.165450121654501	-6.900400000000001	0.	0.	0.	0.
12.165450121654501	-6.860200000000002	0.	0.	0.	0.
12.165450121654501	-6.820000000000002	0.	0.	0.	0.
12.165450121654501	-6.7798000000000025	0.	0.	0.	0.
12.165450121654501	-6.739600000000003	0.	0.	0.	0.
12.165450121654501	-6.699400000000003	0.	0.	0.	0.
12.165450121654501	-6.659200000000004	0.	0.	0.	0.
12.165450121654501	-6.619000000000004	0.	0.	0.	0.
12.165450121654501	-6.578800000000005	0.	0.	0.	0.
12.165450121654501	-6.538600000000005	0.	0.	0.	0.
12.165450121654501	-6.4984000000000055	0.	0.	0.	0.
12.165450121654501	-6.458200000000006	0.	0.	0.	0.
12.165450121654501	-6.418000000000006	0.	0.	0.	0.
12.165450121654501	-6.377800000000007	0.	0.	0.	0.
12.165450121654501	-6.337600000000007	0.	0.	0.	0.
12.165450121654501	-6.297400000000008	0.	0.	0.	0.
12.165450121654501	-6.257200000000008	0.	0.	0.	0.
12.165450121654501	-6.2170000000000085	0.	0.	0.	0.
12.165450121654501	-6.176800000000009	0.	0.	0.	0.
12.165450121654501	-6.136600000000009	0.	0.	0.	0.
12.165450121654501	-6.09640000000001	0.	0.	0.	0.
12.165450121654501	-6.05620000000001	0.	0.	0.	0.
12.165450121654501	-6.016000000000011	0.	0.	0.	0.
12.165450121654501	-5.975800000000011	0.	0.	0.	0.
12.165450121654501	-5.9356000000000115	0.	0.	0.	0.
12.165450121654501	-5.895400000000012	0.	0.	0.	0.
12.165450121654501	-5.855200000000012	0.	0.	0.	0.
12.165450121654501	-5.815000000000013	0.	0.	0.	0.
12.165450121654501	-5.774800000000013	0.	0.	0.	0.
12.165450121654501	-5.734600000000014	0.	0.	0.	0.
12.165450121654501	-5.694400000000014	0.	0.	0.	0.
12.165450121654501	-5.6542000000000145	0.	0.	0.	0.
12.165450121654501	-5.614000000000015	0.	0.	0.	0.
12.165450121654501	-5.573800000000015	0.	0.	0.	0.
12.165450121654501	-5.533600000000016	0.	0.	0.	0.
12.165450121654501	-5.493400000000016	0.	0.	0.	0.
12.165450121654501	-5.453200000000017	0.	0.	0.	0.
12.165450121654501	-5.413000000000017	0.	0.	0.	0.
12.165450121654501	-5.372800000000018	0.	0.	0.	0.
12.165450121654501	-5.332600000000018	0.	0.	0.	0.
12.165450121654501	-5.292400000000018	0.	0.	0.	0.
12.165450121654501	-5.252200000000019	0.	0.	0.	0.
12.165450121654501	-5.212000000000019	0.	0.	0.	0.
12.165450121654501	-5.17180000000002	0.	0.	0.	0.
12.165450121654501	-5.13160000000002	0.	0.	0.	0.
12.165450121654501	-5.091400000000021	0.	0.	0.	0.
12.165450121654501	-5.051200000000021	0.	0.	0.	0.
12.165450121654501	-5.011000000000021	0.	0.	0.	0.
12.165450121654501	-4.970800000000022	0.	0.	0.	0.
12.165450121654501	-4.930600000000022	0.	0.	0.	0.
12.165450121654501	-4.890400000000023	0.	0.	0.	0.
12.165450121654501	-4.850200000000023	0.	0.	0.	0.
12.165450121654501	-4.810000000000024	0.	0.	0.	0.
12.165450121654501	-4.769800000000024	0.	0.	0.	0.
12.165450121654501	-4.7296000000000245	0.	0.	0.	0.
12.165450121654501	-4.689400000000025	0.	0.	0.	0.
12.165450121654501	-4.649200000000025	0.	0.	0.	0.
12.165450121654501	-4.609000000000026	0.	0.	0.	0.
12.165450121654501	-4.568800000000026	0.	0.	0.	0.
12.165450121654501	-4.528600000000027	0.	0.	0.	0.
12.165450121654501	-4.488400000000027	0.	0.	0.	0.
12.165450121654501	-4.4482000000000275	0.	0.	0.	0.
12.165450121654501	-4.408000000000028	0.	0.	0.	0.
12.165450121654501	-4.367800000000028	0.	0.	0.	0.
12.165450121654501	-4.327600000000029	0.	0.	0.	0.
12.165450121654501	-4.287400000000029	0.	0.	0.	0.
12.165450121654501	-4.24720000000003	0.	0.	0.	0.
12.165450121654501	-4.20700000000003	0.	0.	0.	0.
12.165450121654501	-4.1668000000000305	0.	0.	0.	0.
12.165450121654501	-4.126600000000031	0.	0.	0.	0.
12.165450121654501	-4.086400000000031	6.9388939e-20	5.0575446e-20	0.	0.
12.165450121654501	-4.046200000000032	2.2551405e-18	7.2464946000000005e-19	0.	0.
12.165450121654501	-4.006000000000032	2.0799334e-17	3.1601501e-18	0.	0.
12.165450121654501	-3.965800000000032	6.4896005e-17	2.9665039e-18	0.	0.
12.165450121654501	-3.925600000000032	1.1192436e-16	4.1069922e-18	0.	0.
12.165450121654501	-3.885400000000032	1.7963062e-16	7.0162542e-18	0.	0.
12.165450121654501	-3.845200000000032	2.9667241e-16	1.1253249e-17	0.	0.
12.165450121654501	-3.805000000000032	4.8825527e-16	1.839182e-17	0.	0.
12.165450121654501	-3.764800000000032	8.041137200000001e-16	3.0572175e-17	0.	0.
12.165450121654501	-3.724600000000032	1.3146427999999999e-15	5.0093211e-17	0.	0.
12.165450121654501	-3.684400000000032	2.141308e-15	8.1156167e-17	0.	0.
12.165450121654501	-3.644200000000032	3.4956586e-15	1.3198705000000001e-16	1.6948184e-34	8.680583100000002e-35
12.165450121654501	-3.604000000000032	5.701290100000001e-15	2.1640511000000002e-16	1.4598548999999998e-33	5.0590591e-34
12.165450121654501	-3.563800000000032	9.2998179e-15	3.5267352000000003e-16	1.4423289000000002e-32	3.6175870999999994e-33
